arm,bayes_nll,conditional_w2_squared,covariance_head_outputs,excess_nll,family,heldout_contrast_loss,maximum_principal_sine,method,projector_error,seed,test_nll,true_crossblock_leakage
signed_permutation,1.3648259406632512,0.0016111605006111516,6,0.002956777542547181,block,0.03068680071192685,0.0,oracle_block,0.0,500,1.3677827182057987,0.0
signed_permutation,1.3648259406632512,0.001611160500611153,6,0.0029567775425471815,block,0.030686800711926844,0.0,permutation_block,0.0,500,1.3677827182057987,0.0
signed_permutation,1.3648259406632515,0.002213215562864318,6,0.003828258433994902,block,0.04397542080188454,0.37855826894864714,jbd_block,0.5265121661750995,500,1.3686541990972465,0.01033035754942459
signed_permutation,1.3648259406632512,0.023738939933721087,4,0.02821568428281536,diagonal,0.03068680071192685,0.0,oracle_diagonal,0.0,500,1.3930416249460669,0.0
signed_permutation,1.3648259406632512,0.0022941563552041334,10,0.0050050041739689135,full,0.39403725236333204,1.0,provisional_full,1.0,500,1.3698309448372203,0.4340174267303331
haar,1.364825940663251,0.0016111605006111649,6,0.0029567775425470297,block,0.030686800711926795,2.5809568279517847e-08,oracle_block,0.0,500,1.3677827182057982,2.5891009738660703e-30
haar,1.3648259406632512,0.013847343771407504,6,0.017802393515963664,block,0.23248133212402006,0.7221545308030769,permutation_block,0.7223192578490661,500,1.3826283341792147,0.24135854704005222
haar,1.364825940663251,0.0022132155628643386,6,0.0038282584339949803,block,0.04397542080188497,0.37855826894865957,jbd_block,0.5265121661751145,500,1.368654199097246,0.0103303575494251
haar,1.364825940663251,0.0237389399337211,4,0.028215684282815245,diagonal,0.030686800711926795,2.5809568279517847e-08,oracle_diagonal,0.0,500,1.3930416249460664,2.5891009738660703e-30
haar,1.3648259406632512,0.0022941563552040956,10,0.0050050041739690635,full,0.43875991882416315,0.9279436389564679,provisional_full,0.9308361241713393,500,1.3698309448372201,0.47293090706550245
signed_permutation,1.357771553651201,0.0019662361246979426,6,0.0021618922219471324,block,0.042910422363476,0.0,oracle_block,0.0,501,1.3599334458731482,0.0
signed_permutation,1.357771553651201,0.00196623612469795,6,0.0021618922219471333,block,0.042910422363476,0.0,permutation_block,0.0,501,1.3599334458731482,0.0
signed_permutation,1.357771553651201,0.0020226447537779026,6,0.0022983980955868268,block,0.04371562194893741,0.0401890743321821,jbd_block,0.04022731584281699,501,1.3600699517467878,0.0011639408372751256
signed_permutation,1.357771553651201,0.023640649957056403,4,0.02512734995452275,diagonal,0.042910422363476,0.0,oracle_diagonal,0.0,501,1.382898903605724,0.0
signed_permutation,1.357771553651201,0.0025537050102608337,10,0.0039012555474526324,full,0.42715823417139215,1.0,provisional_full,1.0,501,1.3616728091986539,0.4378540379909201
haar,1.3577715536512014,0.0019662361246979595,6,0.00216189222194708,block,0.042910422363476024,0.0,oracle_block,0.0,501,1.3599334458731482,2.8766136402016572e-30
haar,1.357771553651201,0.022491469642727722,6,0.02604908537695427,block,0.4216097036857806,0.9250495809481069,permutation_block,0.925354212842577,501,1.3838206390281556,0.408839483424217
haar,1.3577715536512012,0.0020226447537779165,6,0.002298398095586773,block,0.043715621948937425,0.0401890743321821,jbd_block,0.0402273158428132,501,1.3600699517467882,0.001163940837275103
haar,1.3577715536512014,0.023640649957056434,4,0.025127349954522725,diagonal,0.042910422363476024,0.0,oracle_diagonal,0.0,501,1.3828989036057242,2.8766136402016572e-30
haar,1.357771553651201,0.0025537050102607648,10,0.0039012555474524325,full,0.4809659546758485,0.8436021316436104,provisional_full,0.9051675131283713,501,1.3616728091986539,0.5102546056946664
signed_permutation,1.3696734574651532,0.0016908487628077634,6,0.0031794328618447647,block,0.03767086620240215,0.0,oracle_block,0.0,502,1.372852890326998,0.0
signed_permutation,1.3696734574651532,0.0016908487628077636,6,0.0031794328618447664,block,0.03767086620240215,0.0,permutation_block,0.0,502,1.372852890326998,0.0
signed_permutation,1.3696734574651532,0.0018503079068306783,6,0.003414514434533625,block,0.04057747223253027,0.1754129120319774,jbd_block,0.22027312965741253,502,1.373087971899687,0.0029833305134835736
signed_permutation,1.3696734574651532,0.02382287013053101,4,0.028092069778956,diagonal,0.03767086620240215,0.0,oracle_diagonal,0.0,502,1.3977655272441094,0.0
signed_permutation,1.3696734574651532,0.002291582251238898,10,0.004651675028240224,full,0.4295873556072192,1.0,provisional_full,1.0,502,1.3743251324933936,0.44189747026103776
haar,1.3696734574651532,0.001690848762807765,6,0.0031794328618446085,block,0.037670866202402134,2.9802322387695312e-08,oracle_block,0.0,502,1.372852890326998,2.9709585638729706e-31
haar,1.3696734574651532,0.02479436519339452,6,0.025773013372849696,block,0.4608744169978256,0.7650208108571659,permutation_block,0.8357397977573838,502,1.395446470838003,0.4513629547138926
haar,1.3696734574651532,0.0018503079068306432,6,0.003414514434533466,block,0.04057747223252946,0.17541291203194004,jbd_block,0.22027312965736487,502,1.3730879718996867,0.0029833305134826936
haar,1.3696734574651532,0.02382287013053101,4,0.028092069778955956,diagonal,0.037670866202402134,2.9802322387695312e-08,oracle_diagonal,0.0,502,1.3977655272441094,2.9709585638729706e-31
haar,1.3696734574651532,0.002291582251238767,10,0.004651675028240059,full,0.785377734869008,0.7054563323659999,provisional_full,0.8117317511764083,502,1.3743251324933936,0.794153190904984
signed_permutation,1.3634584366936715,0.0015283130982620414,6,0.0024778024132498873,block,0.03279529793451676,0.0,oracle_block,0.0,503,1.3659362391069214,0.0
signed_permutation,1.3634584366936715,0.001528313098262044,6,0.002477802413249888,block,0.03279529793451676,0.0,permutation_block,0.0,503,1.3659362391069216,0.0
signed_permutation,1.3634584366936713,0.001556059904871681,6,0.0026374351156070526,block,0.036903157400302665,0.07675049653300009,jbd_block,0.10226056635107202,503,1.3660958718092784,0.00047145438968481876
signed_permutation,1.3634584366936715,0.02319444491894702,4,0.02694376967794297,diagonal,0.03279529793451676,0.0,oracle_diagonal,0.0,503,1.3904022063716148,0.0
signed_permutation,1.3634584366936715,0.0021478331902520854,10,0.0037587876935293476,full,0.03279529793451676,0.0,provisional_full,0.0,503,1.367217224387201,0.0
haar,1.3634584366936715,0.0015283130982620553,6,0.0024778024132498713,block,0.032795297934516784,2.1073424255447017e-08,oracle_block,0.0,503,1.3659362391069212,5.314554514710347e-31
haar,1.3634584366936715,0.026622077054317465,6,0.03073996511075262,block,0.4518230385874834,0.7023341998462849,permutation_block,0.7097280172480945,503,1.394198401804424,0.4837105950826211
haar,1.3634584366936715,0.0015560599048717151,6,0.002637435115607051,block,0.03690315740030319,0.07675049653300153,jbd_block,0.10226056635108192,503,1.3660958718092786,0.0004714543896849042
haar,1.3634584366936715,0.023194444918947024,4,0.026943769677942958,diagonal,0.032795297934516784,2.1073424255447017e-08,oracle_diagonal,0.0,503,1.3904022063716144,5.314554514710347e-31
haar,1.3634584366936715,0.002147833190252083,10,0.0037587876935293407,full,0.4711275928404032,0.8702522286067719,provisional_full,0.8716453548825197,503,1.367217224387201,0.48046340421589795
signed_permutation,1.367538806351309,0.0015020778372444098,6,0.0019892001629956716,block,0.04013678049313164,0.0,oracle_block,0.0,504,1.3695280065143045,0.0
signed_permutation,1.3675388063513088,0.0015020778372444074,6,0.0019892001629956725,block,0.04013678049313164,0.0,permutation_block,0.0,504,1.3695280065143045,0.0
signed_permutation,1.367538806351309,0.001552274595436531,6,0.002096597119757204,block,0.04042277353579974,0.05219896075000425,jbd_block,0.05752498769438421,504,1.3696354034710663,0.0009151931104784775
signed_permutation,1.367538806351309,0.0236496926144778,4,0.026206161202425998,diagonal,0.04013678049313164,0.0,oracle_diagonal,0.0,504,1.3937449675537348,0.0
signed_permutation,1.3675388063513088,0.002098816121183212,10,0.0030575610216181655,full,0.04013678049313164,0.0,provisional_full,0.0,504,1.3705963673729271,0.0
haar,1.3675388063513092,0.0015020778372444607,6,0.0019892001629957484,block,0.04013678049313161,3.332000937312528e-08,oracle_block,0.0,504,1.3695280065143047,3.475323037836684e-30
haar,1.367538806351309,0.02165930722128016,6,0.02369864368662612,block,0.4380817063231384,0.8171062229781187,permutation_block,0.8192228736794519,504,1.3912374500379352,0.3921622593387288
haar,1.3675388063513092,0.0015522745954365286,6,0.0020965971197572848,block,0.04042277353579981,0.0521989607500085,jbd_block,0.05752498769438929,504,1.3696354034710667,0.0009151931104785059
haar,1.3675388063513092,0.02364969261447786,4,0.02620616120242603,diagonal,0.04013678049313161,3.332000937312528e-08,oracle_diagonal,0.0,504,1.393744967553735,3.475323037836684e-30
haar,1.367538806351309,0.0020988161211832417,10,0.0030575610216182288,full,0.641373539054486,0.8839449971575466,provisional_full,0.9696809742069894,504,1.3705963673729273,0.6299740480043171
