comparison,metric,n,gain_mean,ci95_low,ci95_high,p_two_sided,wins
diq_vs_vae,swd,5,0.0087398814659336,0.00529737804350486,0.012182384888362341,0.002135675736959851,5
diq_vs_vae,fid,5,0.010801246457456781,0.003710204765735389,0.017892288149178173,0.01337917133637312,5
diq_vs_vae,state_r2,5,0.1367514663349719,0.11590792277023913,0.15759500989970465,5.341676333095074e-05,5
